"alcohol","base","sulfonyl_fluoride","y.obs","mu.hat","g(mu.hat)","intercept","a","b","sf","a:b","a:sf","b:sf","a:b:sf"
"1ad","MTBD","4-NO2","0.1200000","0.3749064","-1.5610586","-2.8710504"," 1.6259015"," 0.2834581"," 0.5835699","-1.1829377"," 0.0000000"," 0.0000000"," 0.0000000"
"1c","DBU","4-NO2","0.1100000","0.09901735","-10.0950306","-2.87105042826","-6.64996100206","-2.44507457024"," 0.58356992498"," 1.28744711329"," 0.00003836401"," 0.00000000000"," 0.00000000000"
"1o","BTMG","4-NO2","0.1100000","0.1314247","-7.5794432","-2.87105042826","-6.16742887866"," 0.87544620546"," 0.58356992498"," 0.00000000000"," 0.00002000135"," 0.00000000000"," 0.00000000000"
"1o","BTPP","4-NO2","0.1100000","0.1387240","-7.1687191","-2.87105042826","-6.16742887866"," 1.28617027124"," 0.58356992498"," 0.00000000000"," 0.00002000135"," 0.00000000000"," 0.00000000000"
"1p","MTBD","PBSF","0.1100000","0.1162982","-8.5847822","-2.8710504","-8.7007528"," 0.2834581"," 2.8621583"," 0.0000000"," 0.0000000","-0.1585953"," 0.0000000"
"1q","BTPP","4-Cl","0.1100000","0.2941604","-2.7699900","-2.8710504"," 0.0000000"," 1.2861703","-1.3908598"," 0.0000000"," 0.0000000"," 0.2057500"," 0.0000000"
"1b","DBU","4-Cl","0.1100000","0.2240614","-4.1712495","-2.8710504"," 3.4448452","-2.4450746","-1.3908598","-2.0700571"," 1.7645568","-0.3177044","-0.2859052"
"1w","DBU","4-NO2","0.1100000","0.1710232","-5.7388099","-2.8710504","-1.0062548","-2.4450746"," 0.5835699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1ad","BTPP","4-NO2","0.1100000","0.5517130","0.6245797","-2.87105042826"," 1.62590153536"," 1.28617027124"," 0.58356992498","-0.00001162131"," 0.00000000000"," 0.00000000000"," 0.00000000000"
"1ae","BTPP","4-NO2","0.1100000","0.1035577","-9.6504509","-2.87105042826","-8.64919052133"," 1.28617027124"," 0.58356992498"," 0.00000000000"," 0.00004989768"," 0.00000000000"," 0.00000000000"
"1k","DBU","PBSF","0.1000000","0.1757860","-5.5672602","-2.87105042826","-2.42374694443","-2.44507457024"," 2.86215826566","-0.00003293379","-0.68951359123"," 0.00000000000"," 0.00000000000"
"1v","BTMG","4-Cl","0.1000000","0.2688962","-3.2208449","-2.8710504"," 2.2545213"," 0.8754462","-1.3908598","-0.4451996","-1.6437026"," 0.0000000"," 0.0000000"
"1y","BTPP","PBSF","0.1000000","0.06361361","-15.7198693"," -2.8710504","-17.1557426","  1.2861703","  2.8621583","  0.0000000","  0.0000000","  0.1585953","  0.0000000"
"1ae","BTMG","4-NO2","0.1000000","0.09934926","-10.0611749","-2.87105042826","-8.64919052133"," 0.87544620546"," 0.58356992498"," 0.00000000000"," 0.00004989768"," 0.00000000000"," 0.00000000000"
"1af","DBU","4-Cl","0.1000000","0.1643632","-5.9928316","-2.8710504"," 1.0318576","-2.4450746","-1.3908598"," 0.0000000"," 0.0000000","-0.3177044"," 0.0000000"
"1f","DBU","PBSF","0.0900000","0.06744807","-14.8261407"," -2.8710504283","-12.3725635021"," -2.4450745702","  2.8621582657"," -0.0001681180","  0.0005576389","  0.0000000000","  0.0000000000"
"1o","BTPP","4-CF3","0.0900000","0.1356541","-7.3364392","-2.8710504","-6.1674289"," 1.2861703"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1p","MTBD","4-CF3","0.0900000","0.0919564","-10.8724753","-2.8710504","-8.7007528"," 0.2834581"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1r","DBU","4-CF3","0.0900000","0.2855430","-2.9184988","-2.8710504"," 4.8226312","-2.4450746"," 0.4158699","-2.8408749"," 0.0000000"," 0.0000000"," 0.0000000"
"1s","MTBD","PyFluor","0.0900000","0.1928292","-5.0116896","-2.87105043"," 0.00000000"," 0.28345809","-2.47073822"," 0.00000000"," 0.00000000"," 0.04664096"," 0.00000000"
"1u","BTPP","PBSF","0.0900000","0.3578065","-1.7960158","-2.871050428263"," 1.320479493207"," 1.286170271239"," 2.862158265661","-0.000004009288","-4.552364687811"," 0.158595274898"," 0.000000000000"
"1x","BTMG","PyFluor","0.0900000","0.2312504","-4.0021215","-2.8710504","-1.6091013"," 0.8754462","-2.4707382"," 0.0000000"," 2.0733223"," 0.0000000"," 0.0000000"
"1x","BTPP","PyFluor","0.0900000","0.2332789","-3.9557427","-2.8710504","-1.6091013"," 1.2861703","-2.4707382"," 0.0000000"," 2.0733223","-0.3643453"," 0.0000000"
"1y","MTBD","PBSF","0.0900000","0.05868619","-17.0397720"," -2.8710504","-17.1557426","  0.2834581","  2.8621583","  0.0000000","  0.0000000"," -0.1585953","  0.0000000"
"1ab","BTMG","PBSF","0.0900000","0.0712917","-14.0267189"," -2.871050428","-14.893944230","  0.875446205","  2.862158266","  0.000000000","  0.000671279","  0.000000000","  0.000000000"
"1ae","MTBD","4-NO2","0.0900000","0.09384705","-10.6529540","-2.87105042826","-8.64919052133"," 0.28345809354"," 0.58356992498"," 0.00020906417"," 0.00004989768"," 0.00000000000"," 0.00000000000"
"1ae","MTBD","PBSF","0.0900000","0.1169983","-8.5327661","-2.8710504283","-8.6491905213"," 0.2834580935"," 2.8621582657"," 0.0002090642"," 0.0002447266","-0.1585952749"," 0.0000000000"
"1ae","BTMG","PBSF","0.0900000","0.1280780","-7.7823918","-2.8710504283","-8.6491905213"," 0.8754462055"," 2.8621582657"," 0.0000000000"," 0.0002447266"," 0.0000000000"," 0.0000000000"
"1ae","BTPP","4-CF3","0.0900000","0.1017972","-9.8182008","-2.8710504","-8.6491905"," 1.2861703"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1k","DBU","4-CF3","0.0800000","0.1358768","-7.3240350","-2.87105042826","-2.42374694443","-2.44507457024"," 0.41586987605","-0.00003293379"," 0.00000000000"," 0.00000000000"," 0.00000000000"
"1k","DBU","4-NO2","0.0800000","0.1389558","-7.1563350","-2.87105042826","-2.42374694443","-2.44507457024"," 0.58356992498","-0.00003293379"," 0.00000000000"," 0.00000000000"," 0.00000000000"
"1n","BTPP","4-Cl","0.0800000","0.1466076","-6.7677708","-2.87105042826","-3.42119334180"," 1.28617027124","-1.39085984465"," 0.00002445335","-0.57661191969"," 0.20575004917"," 0.00000000000"
"1p","DBU","PBSF","0.0800000","0.08963384","-11.1547196","-2.8710504","-8.7007528","-2.4450746"," 2.8621583"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1s","DBU","PyFluor","0.0800000","0.1333132","-7.4691589","-2.8710504"," 0.0000000","-2.4450746","-2.4707382"," 0.0000000"," 0.0000000"," 0.3177044"," 0.0000000"
"1w","DBU","4-CF3","0.0800000","0.1665756","-5.9065099","-2.8710504","-1.0062548","-2.4450746"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1ae","MTBD","PyFluor","0.0800000","0.07320025","-13.6609373","-2.8710504283","-8.6491905213"," 0.2834580935","-2.4707382220"," 0.0002090642","-0.0002662257"," 0.0466409552"," 0.0000000000"
"1ae","MTBD","4-CF3","0.0800000","0.09239545","-10.8207039","-2.8710504283","-8.6491905213"," 0.2834580935"," 0.4158698760"," 0.0002090642"," 0.0000000000"," 0.0000000000"," 0.0000000000"
"1k","DBU","PyFluor","0.0700000","0.1085545","-9.2034251","-2.87105042826","-2.42374694443","-2.44507457024","-2.47073822204","-0.00003293379"," 0.68951359123"," 0.31770436888"," 0.00000000000"
"1n","DBU","4-NO2","0.0700000","0.1223553","-8.1537437","-2.87105042826","-3.42119334180","-2.44507457024"," 0.58356992498"," 0.00000000000"," 0.00000471311"," 0.00000000000"," 0.00000000000"
"1n","MTBD","4-CF3","0.0700000","0.1750588","-5.5929403","-2.87105042826","-3.42119334180"," 0.28345809354"," 0.41586987605","-0.00002445335"," 0.00000000000"," 0.00000000000"," 0.00000000000"
"1p","DBU","4-CF3","0.0700000","0.07352272","-13.6010080","-2.8710504","-8.7007528","-2.4450746"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1p","DBU","4-NO2","0.0700000","0.07444052","-13.4332797","-2.87105042826","-8.70075283695","-2.44507457024"," 0.58356992498"," 0.00000000000"," 0.00002821708"," 0.00000000000"," 0.00000000000"
"1p","MTBD","PyFluor","0.0700000","0.07292622","-13.7122801","-2.8710504283","-8.7007528370"," 0.2834580935","-2.4707382220"," 0.0000000000"," 0.0001623465"," 0.0466409552"," 0.0000000000"
"1p","MTBD","4-NO2","0.0700000","0.09339406","-10.7047470","-2.87105042826","-8.70075283695"," 0.28345809354"," 0.58356992498"," 0.00000000000"," 0.00002821708"," 0.00000000000"," 0.00000000000"
"1s","BTMG","PyFluor","0.0700000","0.2122740","-4.4663424","-2.8710504"," 0.0000000"," 0.8754462","-2.4707382"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1y","BTMG","PBSF","0.0700000","0.06139033","-16.2891886"," -2.8710504","-17.1557426","  0.8754462","  2.8621583","  0.0000000","  0.0000000","  0.0000000","  0.0000000"
"1ab","BTPP","PBSF","0.0700000","0.07430713","-13.4573996"," -2.871050428","-14.893944230","  1.286170271","  2.862158266","  0.000000000","  0.000671279","  0.158595275","  0.000000000"
"1ae","BTMG","4-CF3","0.0700000","0.09772587","-10.2289249","-2.8710504","-8.6491905"," 0.8754462"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1ae","BTPP","4-Cl","0.0700000","0.08756076","-11.4192089","-2.87105042826","-8.64919052133"," 1.28617027124","-1.39085984465"," 0.00000000000","-0.00002839853"," 0.20575004917"," 0.00000000000"
"1i","DBU","4-Cl","0.0600000","0.1414643","-7.0247050","-2.87105042826","-0.00001574707","-2.44507457024","-1.39085984465"," 0.00000000000"," 0.00000000000","-0.31770436888"," 0.00000000000"
"1k","DBU","4-Cl","0.0600000","0.1057584","-9.4484691","-2.87105042826","-2.42374694443","-2.44507457024","-1.39085984465","-0.00003293379"," 0.00000000000","-0.31770436888"," 0.00000000000"
"1n","BTMG","4-CF3","0.0600000","0.1931856","-5.0009277","-2.8710504","-3.4211933"," 0.8754462"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1o","MTBD","4-CF3","0.0600000","0.1196772","-8.3391513","-2.8710504","-6.1674289"," 0.2834581"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1p","DBU","PyFluor","0.0600000","0.06184378","-16.1697493","-2.8710504283","-8.7007528370","-2.4450745702","-2.4707382220"," 0.0000000000"," 0.0001623465"," 0.3177043689"," 0.0000000000"
"1p","BTMG","4-CF3","0.0600000","0.09723736","-10.2804872","-2.8710504","-8.7007528"," 0.8754462"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1p","BTMG","4-NO2","0.0600000","0.09884442","-10.1127589","-2.87105042826","-8.70075283695"," 0.87544620546"," 0.58356992498"," 0.00000000000"," 0.00002821708"," 0.00000000000"," 0.00000000000"
"1p","BTPP","4-CF3","0.0600000","0.1012678","-9.8697631","-2.8710504","-8.7007528"," 1.2861703"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1w","DBU","4-Cl","0.0600000","0.1241930","-8.0309440","-2.8710504","-1.0062548","-2.4450746","-1.3908598"," 0.0000000"," 0.0000000","-0.3177044"," 0.0000000"
"1w","DBU","PyFluor","0.0600000","0.1606003","-6.1443758","-2.8710504","-1.0062548","-2.4450746","-2.4707382"," 0.0000000"," 2.3310379"," 0.3177044"," 0.0000000"
"1y","DBU","PBSF","0.0600000","0.05099514","-19.6097094"," -2.8710504","-17.1557426"," -2.4450746","  2.8621583","  0.0000000","  0.0000000","  0.0000000","  0.0000000"
"1f","MTBD","PyFluor","0.0500000","0.05752267","-17.3844430"," -2.8710504283","-12.3725635021","  0.2834580935"," -2.4707382220","  0.0001681180"," -0.0003580335","  0.0466409552","  0.0000000000"
"1f","MTBD","4-NO2","0.0500000","0.06955813","-14.3763464"," -2.87105042826","-12.37256350208","  0.28345809354","  0.58356992498","  0.00016811797","  0.00007137804","  0.00000000000","  0.00000000000"
"1c","BTMG","4-CF3","0.0500000","0.1212445","-8.2296953","-2.8710504","-6.6499610"," 0.8754462"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1n","BTPP","PyFluor","0.0500000","0.04348675","-22.9955100"," -2.87105042826"," -3.42119334180","  1.28617027124"," -2.47073822204","  0.00002445335","-15.15437740748"," -0.36434532407","  0.00000000000"
"1o","DBU","4-CF3","0.0500000","0.09033753","-11.0676840","-2.8710504","-6.1674289","-2.4450746"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1o","BTMG","4-CF3","0.0500000","0.1286474","-7.7471632","-2.8710504","-6.1674289"," 0.8754462"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1p","MTBD","4-Cl","0.0500000","0.07956721","-12.5674413","-2.8710504283","-8.7007528370"," 0.2834580935","-1.3908598447"," 0.0000000000","-0.0001905636"," 0.1119543197"," 0.0000000000"
"1p","BTPP","4-NO2","0.0500000","0.1030100","-9.7020349","-2.87105042826","-8.70075283695"," 1.28617027124"," 0.58356992498"," 0.00000000000"," 0.00002821708"," 0.00000000000"," 0.00000000000"
"1s","BTPP","PyFluor","0.0500000","0.2140649","-4.4199637","-2.8710504"," 0.0000000"," 1.2861703","-2.4707382"," 0.0000000"," 0.0000000","-0.3643453"," 0.0000000"
"1ab","DBU","4-NO2","0.0500000","0.05095187","-19.6263624"," -2.8710504283","-14.8939442305"," -2.4450745702","  0.5835699250","  0.0000000000","  0.0001368681","  0.0000000000","  0.0000000000"
"1ab","MTBD","4-NO2","0.0500000","0.05917915","-16.8978298"," -2.8710504283","-14.8939442305","  0.2834580935","  0.5835699250","  0.0000000000","  0.0001368681","  0.0000000000","  0.0000000000"
"1ae","MTBD","4-Cl","0.0500000","0.0798972","-12.5155077","-2.87105042826","-8.64919052133"," 0.28345809354","-1.39085984465"," 0.00020906417","-0.00002839853"," 0.11195431970"," 0.00000000000"
"1ae","BTMG","4-Cl","0.0500000","0.08308034","-12.0356830","-2.87105042826","-8.64919052133"," 0.87544620546","-1.39085984465"," 0.00000000000","-0.00002839853"," 0.00000000000"," 0.00000000000"
"1ae","BTMG","PyFluor","0.0500000","0.07624191","-13.1157992","-2.8710504283","-8.6491905213"," 0.8754462055","-2.4707382220"," 0.0000000000","-0.0002662257"," 0.0000000000"," 0.0000000000"
"1ae","BTPP","PyFluor","0.0500000","0.07651238","-13.0694205","-2.8710504283","-8.6491905213"," 1.2861702712","-2.4707382220"," 0.0000000000","-0.0002662257","-0.3643453241"," 0.0000000000"
"1f","DBU","PyFluor","0.0400000","0.05039751","-19.8422485"," -2.8710504283","-12.3725635021"," -2.4450745702"," -2.4707382220"," -0.0001681180"," -0.0003580335","  0.3177043689","  0.0000000000"
"1f","DBU","4-NO2","0.0400000","0.05846166","-17.1052153"," -2.87105042826","-12.37256350208"," -2.44507457024","  0.58356992498"," -0.00016811797","  0.00007137804","  0.00000000000","  0.00000000000"
"1f","MTBD","4-CF3","0.0400000","0.06875584","-14.5441178"," -2.871050428","-12.372563502","  0.283458094","  0.415869876","  0.000168118","  0.000000000","  0.000000000","  0.000000000"
"1c","MTBD","4-CF3","0.0400000","0.09887977","-10.1091306","-2.8710504","-6.6499610"," 0.2834581"," 0.4158699","-1.2874471"," 0.0000000"," 0.0000000"," 0.0000000"
"1p","DBU","4-Cl","0.0400000","0.0635903","-15.7256326","-2.8710504283","-8.7007528370","-2.4450745702","-1.3908598447"," 0.0000000000","-0.0001905636","-0.3177043689"," 0.0000000000"
"1p","BTMG","PyFluor","0.0400000","0.07594592","-13.1669329","-2.8710504283","-8.7007528370"," 0.8754462055","-2.4707382220"," 0.0000000000"," 0.0001623465"," 0.0000000000"," 0.0000000000"
"1c","DBU","4-CF3","0.0300000","0.09740468","-10.2627690","-2.8710504","-6.6499610","-2.4450746"," 0.4158699"," 1.2874471"," 0.0000000"," 0.0000000"," 0.0000000"
"1c","BTPP","4-Cl","0.0300000","0.1060749","-9.4200966","-2.8710504283","-6.6499610021"," 1.2861702712","-1.3908598447"," 0.0000000000","-0.0001456472"," 0.2057500492"," 0.0000000000"
"1n","DBU","4-CF3","0.0300000","0.1199281","-8.3214485","-2.8710504","-3.4211933","-2.4450746"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1n","MTBD","PyFluor","0.0300000","0.04239572","-23.5872848"," -2.87105042826"," -3.42119334180","  0.28345809354"," -2.47073822204"," -0.00002445335","-15.15437740748","  0.04664095520","  0.00000000000"
"1o","MTBD","PyFluor","0.0300000","0.06026938","-16.5921574","-2.87105043","-6.16742888"," 0.28345809","-2.47073822"," 0.00000000","-5.41303891"," 0.04664096"," 0.00000000"
"1p","BTPP","PyFluor","0.0300000","0.07621429","-13.1205542","-2.8710504283","-8.7007528370"," 1.2861702712","-2.4707382220"," 0.0000000000"," 0.0001623465","-0.3643453241"," 0.0000000000"
"1ab","BTMG","4-NO2","0.0300000","0.06132763","-16.3058417"," -2.8710504283","-14.8939442305","  0.8754462055","  0.5835699250","  0.0000000000","  0.0001368681","  0.0000000000","  0.0000000000"
"1ae","DBU","PyFluor","0.0300000","0.06203916","-16.1188247","-2.8710504283","-8.6491905213","-2.4450745702","-2.4707382220","-0.0002090642","-0.0002662257"," 0.3177043689"," 0.0000000000"
"1ae","DBU","4-CF3","0.0300000","0.07380131","-13.5496547","-2.8710504283","-8.6491905213","-2.4450745702"," 0.4158698760","-0.0002090642"," 0.0000000000"," 0.0000000000"," 0.0000000000"
"1ae","DBU","4-NO2","0.0300000","0.07472623","-13.3819048","-2.87105042826","-8.64919052133","-2.44507457024"," 0.58356992498","-0.00020906417"," 0.00004989768"," 0.00000000000"," 0.00000000000"
"1ae","DBU","PBSF","0.0300000","0.0900497","-11.1031216","-2.8710504283","-8.6491905213","-2.4450745702"," 2.8621582657","-0.0002090642"," 0.0002447266"," 0.0000000000"," 0.0000000000"
"1y","MTBD","4-NO2","0.02989188","0.05219313","-19.1596074"," -2.871050428","-17.155742635","  0.283458094","  0.583569925","  0.000000000","  0.000157653","  0.000000000","  0.000000000"
"1m","BTMG","4-Cl","0.02979085","0.07257852","-13.7779842"," -2.8710504283","-10.3912924941","  0.8754462055"," -1.3908598447","  0.0000000000"," -0.0002275897","  0.0000000000","  0.0000000000"
"1m","MTBD","4-NO2","0.02972819","0.08067172","-12.3952812"," -2.87105042826","-10.39129249405","  0.28345809354","  0.58356992498","  0.00000000000","  0.00003369961","  0.00000000000","  0.00000000000"
"1m","BTMG","4-NO2","0.02897554","0.08471464","-11.8032931"," -2.87105042826","-10.39129249405","  0.87544620546","  0.58356992498","  0.00000000000","  0.00003369961","  0.00000000000","  0.00000000000"
"1o","BTMG","4-Cl","0.02839132","0.1045970","-9.5540280","-2.8710504283","-6.1674288787"," 0.8754462055","-1.3908598447"," 0.0000000000","-0.0001350788"," 0.0000000000"," 0.0000000000"
"1f","BTMG","4-CF3","0.0283879","0.07167191","-13.9522978"," -2.8710504","-12.3725635","  0.8754462","  0.4158699","  0.0000000","  0.0000000","  0.0000000","  0.0000000"
"1f","DBU","4-Cl","0.02731023","0.05155252","-19.3976918"," -2.8710504283","-12.3725635021"," -2.4450745702"," -1.3908598447"," -0.0001681180"," -0.0002709834"," -0.3177043689","  0.0000000000"
"1ab","BTMG","PyFluor","0.02707175","0.0516501","-19.3610459"," -2.8710504283","-14.8939442305","  0.8754462055"," -2.4707382220","  0.0000000000"," -0.0007592447","  0.0000000000","  0.0000000000"
"1o","BTPP","4-Cl","0.02697374","0.1117561","-8.9375539","-2.8710504283","-6.1674288787"," 1.2861702712","-1.3908598447"," 0.0000000000","-0.0001350788"," 0.2057500492"," 0.0000000000"
"1m","MTBD","4-CF3","0.0268944","0.07959523","-12.5630150"," -2.8710504","-10.3912925","  0.2834581","  0.4158699","  0.0000000","  0.0000000","  0.0000000","  0.0000000"
"1y","BTPP","4-Cl","0.02647689","0.05018576","-19.9259685"," -2.8710504283","-17.1557426351","  1.2861702712"," -1.3908598447","  0.0000000000"," -0.0002358875","  0.2057500492","  0.0000000000"
"1o","BTPP","PyFluor","0.02642889","0.0624982","-16.0004315","-2.8710504","-6.1674289"," 1.2861703","-2.4707382"," 0.0000000","-5.4130389","-0.3643453"," 0.0000000"
"1c","DBU","4-Cl","0.02512507","0.08072335","-12.3873487","-2.8710504283","-6.6499610021","-2.4450745702","-1.3908598447"," 1.2874471133","-0.0001456472","-0.3177043689"," 0.0000000000"
"1y","DBU","4-NO2","0.02473655","0.04568684","-21.8881401"," -2.871050428","-17.155742635"," -2.445074570","  0.583569925","  0.000000000","  0.000157653","  0.000000000","  0.000000000"
"1f","BTPP","4-NO2","0.02438971","0.0747715","-13.3738024"," -2.87105042826","-12.37256350208","  1.28617027124","  0.58356992498","  0.00000000000","  0.00007137804","  0.00000000000","  0.00000000000"
"1ab","BTMG","4-CF3","0.02424998","0.06070283","-16.4736786"," -2.8710504","-14.8939442","  0.8754462","  0.4158699","  0.0000000","  0.0000000","  0.0000000","  0.0000000"
"1c","BTMG","PyFluor","0.02388771","0.0389949","-25.6443776"," -2.8710504"," -6.6499610","  0.8754462"," -2.4707382","  0.0000000","-14.5280741","  0.0000000","  0.0000000"
"1c","DBU","PyFluor","0.02323844","0.03655005","-27.3597469"," -2.8710504"," -6.6499610"," -2.4450746"," -2.4707382","  1.2874471","-14.5280741","  0.3177044","  0.0000000"
"1f","DBU","4-CF3","0.02219705","0.05789384","-17.2729867"," -2.871050428","-12.372563502"," -2.445074570","  0.415869876"," -0.000168118","  0.000000000","  0.000000000","  0.000000000"
"1m","BTPP","4-NO2","0.02120165","0.08776524","-11.3925690"," -2.87105042826","-10.39129249405","  1.28617027124","  0.58356992498","  0.00000000000","  0.00003369961","  0.00000000000","  0.00000000000"
"1o","DBU","PyFluor","0.02086097","0.05249446","-19.0496266","-2.8710504","-6.1674289","-2.4450746","-2.4707382"," 0.0000000","-5.4130389"," 0.3177044"," 0.0000000"
"1ab","MTBD","4-CF3","0.02068638","0.05859714","-17.0656667"," -2.8710504","-14.8939442","  0.2834581","  0.4158699","  0.0000000","  0.0000000","  0.0000000","  0.0000000"
"1y","DBU","4-CF3","0.01927843","0.04533914","-22.0559978"," -2.8710504","-17.1557426"," -2.4450746","  0.4158699","  0.0000000","  0.0000000","  0.0000000","  0.0000000"
"1f","BTPP","4-Cl","0.01913211","0.06603761","-15.1428244"," -2.8710504283","-12.3725635021","  1.2861702712"," -1.3908598447","  0.0000000000"," -0.0002709834","  0.2057500492","  0.0000000000"
"1m","DBU","4-NO2","0.01910657","0.06612062","-15.1238139"," -2.87105042826","-10.39129249405"," -2.44507457024","  0.58356992498","  0.00000000000","  0.00003369961","  0.00000000000","  0.00000000000"
"1m","BTPP","4-CF3","0.01876027","0.08649339","-11.5603028"," -2.8710504","-10.3912925","  1.2861703","  0.4158699","  0.0000000","  0.0000000","  0.0000000","  0.0000000"
"1ab","DBU","PyFluor","0.01829362","0.0447150","-22.3638623"," -2.8710504283","-14.8939442305"," -2.4450745702"," -2.4707382220","  0.0000000000"," -0.0007592447","  0.3177043689","  0.0000000000"
"1p","BTMG","4-Cl","0.01815452","0.0827251","-12.0874075","-2.8710504283","-8.7007528370"," 0.8754462055","-1.3908598447"," 0.0000000000","-0.0001905636"," 0.0000000000"," 0.0000000000"
"1y","DBU","4-Cl","0.01739316","0.04135535","-24.1806677"," -2.8710504283","-17.1557426351"," -2.4450745702"," -1.3908598447","  0.0000000000"," -0.0002358875"," -0.3177043689","  0.0000000000"
"1m","BTMG","PyFluor","0.01665389","0.03371545","-29.6599916"," -2.8710504","-10.3912925","  0.8754462"," -2.4707382","  0.0000000","-14.8023567","  0.0000000","  0.0000000"
"1o","DBU","4-Cl","0.01639345","0.0758002","-13.1922532","-2.8710504283","-6.1674288787","-2.4450745702","-1.3908598447"," 0.0000000000","-0.0001350788","-0.3177043689"," 0.0000000000"
"1c","BTMG","4-Cl","0.01615138","0.09959185","-10.0365707","-2.8710504283","-6.6499610021"," 0.8754462055","-1.3908598447"," 0.0000000000","-0.0001456472"," 0.0000000000"," 0.0000000000"
"1f","BTPP","4-CF3","0.01596759","0.07384535","-13.5415738"," -2.8710504","-12.3725635","  1.2861703","  0.4158699","  0.0000000","  0.0000000","  0.0000000","  0.0000000"
"1ab","BTPP","4-Cl","0.0158482","0.05661235","-17.6639831"," -2.8710504283","-14.8939442305","  1.2861702712"," -1.3908598447","  0.0000000000"," -0.0000489024","  0.2057500492","  0.0000000000"
"1o","BTMG","PyFluor","0.01583807","0.06231757","-16.0468102","-2.8710504","-6.1674289"," 0.8754462","-2.4707382"," 0.0000000","-5.4130389"," 0.0000000"," 0.0000000"
"1ab","BTPP","4-CF3","0.01545858","0.06225494","-16.0629545"," -2.8710504","-14.8939442","  1.2861703","  0.4158699","  0.0000000","  0.0000000","  0.0000000","  0.0000000"
"1n","MTBD","4-Cl","0.01485412","0.1267721","-7.8643276","-2.87105042826","-3.42119334180"," 0.28345809354","-1.39085984465","-0.00002445335","-0.57661191969"," 0.11195431970"," 0.00000000000"
"1y","BTPP","4-CF3","0.01461205","0.05457098","-18.3247529"," -2.8710504","-17.1557426","  1.2861703","  0.4158699","  0.0000000","  0.0000000","  0.0000000","  0.0000000"
"1m","DBU","PyFluor","0.01382269","0.03061586","-32.6628080"," -2.8710504","-10.3912925"," -2.4450746"," -2.4707382","  0.0000000","-14.8023567","  0.3177044","  0.0000000"
"1n","BTMG","PyFluor","0.01371766","0.04339917","-23.0419132"," -2.8710504"," -3.4211933","  0.8754462"," -2.4707382","  0.0000000","-15.1543774","  0.0000000","  0.0000000"
"1m","BTMG","4-CF3","0.01358025","0.0835287","-11.9710268"," -2.8710504","-10.3912925","  0.8754462","  0.4158699","  0.0000000","  0.0000000","  0.0000000","  0.0000000"
"1y","BTPP","4-NO2","0.01266776","0.05507548","-18.1568952"," -2.871050428","-17.155742635","  1.286170271","  0.583569925","  0.000000000","  0.000157653","  0.000000000","  0.000000000"
"1y","BTPP","PyFluor","0.01265986","0.04634859","-21.5756281"," -2.87105042826","-17.15574263510","  1.28617027124"," -2.47073822204","  0.00000000000","  0.00007823454"," -0.36434532407","  0.00000000000"
"1ab","BTPP","4-NO2","0.01257871","0.06291228","-15.8951176"," -2.8710504283","-14.8939442305","  1.2861702712","  0.5835699250","  0.0000000000","  0.0001368681","  0.0000000000","  0.0000000000"
"1y","BTMG","4-CF3","0.01209604","0.05337467","-18.7354770"," -2.8710504","-17.1557426","  0.8754462","  0.4158699","  0.0000000","  0.0000000","  0.0000000","  0.0000000"
"1ab","BTPP","PyFluor","0.01181994","0.05177412","-19.3146672"," -2.8710504283","-14.8939442305","  1.2861702712"," -2.4707382220","  0.0000000000"," -0.0007592447"," -0.3643453241","  0.0000000000"
"1ab","DBU","4-CF3","0.01163562","0.05051985","-19.7941994"," -2.8710504","-14.8939442"," -2.4450746","  0.4158699","  0.0000000","  0.0000000","  0.0000000","  0.0000000"
"1m","DBU","4-Cl","0.01145259","0.05741775","-17.4162093"," -2.8710504283","-10.3912924941"," -2.4450745702"," -1.3908598447","  0.0000000000"," -0.0002275897"," -0.3177043689","  0.0000000000"
"1m","MTBD","PyFluor","0.01140026","0.03310673","-30.2053388"," -2.87105043","-10.39129249","  0.28345809"," -2.47073822","  0.00000000","-14.80235666","  0.04664096","  0.00000000"
